id,name,genre,keywords,overview,cast,feature,poster,backdrop,rating,year_aired
100088,The Last of Us,Drama,people smuggling post-apocalyptic future infection survival epidemic based on video game,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",Pedro Pascal Bella Ramsey,drama pedro pascal bella ramsey people smuggling postapocalyptic future infection survival epidemic based on video game twenty years after modern civilization has been destroyed joel a hardened survivor is hired to smuggle ellie a 14yearold girl out of an oppressive quarantine zone what starts as a small job soon becomes a brutal heartbreaking journey as they both must traverse the united states and depend on each other for survival,https://image.tmdb.org/t/p/w500/uKvVjHNqB5VmOrdxqAt2F7J78ED.jpg,https://image.tmdb.org/t/p/w500/uDgy6hyPd82kOHh6I95FLtLnj6p.jpg,4.4,2023.0
82856,The Mandalorian,Sci-Fi & Fantasy Action & Adventure Drama,bounty hunter space western space opera space exploration star wars,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",Pedro Pascal Katee Sackhoff,scifi  fantasy action  adventure drama pedro pascal katee sackhoff bounty hunter space western space opera space exploration star wars after the fall of the galactic empire lawlessness has spread throughout the galaxy a lone gunfighter makes his way through the outer reaches earning his keep as a bounty hunter,https://image.tmdb.org/t/p/w500/eU1i6eHXlzMOlEq0ku1Rzq7Y4wA.jpg,https://image.tmdb.org/t/p/w500/6Lw54zxm6BAEKJeGlabyzzR5Juu.jpg,4.25,2019.0
1416,Grey's Anatomy,Drama,"seattle, usa trauma workplace hospital doctor medical student surgical interns medical drama",Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,Ellen Pompeo Kim Raver Harry Shum Jr. Adelaide Kane Niko Terho,drama ellen pompeo kim raver harry shum jr adelaide kane niko terho seattle usa trauma workplace hospital doctor medical student surgical interns medical drama follows the personal and professional lives of a group of doctors at seattles grey sloan memorial hospital,https://image.tmdb.org/t/p/w500/daSFbrt8QCXV2hSwB0hqYjbj681.jpg,https://image.tmdb.org/t/p/w500/caGVr9Il2gj8bN4ow6qsLm60TxM.jpg,4.15,2005.0
119051,Wednesday,Sci-Fi & Fantasy Mystery Comedy,witch friendship gothic macabre dark fantasy,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",Jenna Ortega Hunter Doohan Percy Hynes White Emma Myers Christina Ricci,scifi  fantasy mystery comedy jenna ortega hunter doohan percy hynes white emma myers christina ricci witch friendship gothic macabre dark fantasy wednesday addams is sent to nevermore academy a bizarre boarding school where she attempts to master her psychic powers stop a monstrous killing spree of the town citizens and solve the supernatural mystery that affected her family 25 years ago  all while navigating her new relationships,https://image.tmdb.org/t/p/w500/9PFonBhy4cQy7Jz20NpMygczOkv.jpg,https://image.tmdb.org/t/p/w500/iHSwvRVsRyxpX7FE7GbviaDvgGZ.jpg,4.3,2022.0
153312,Tulsa King,Crime Drama,"fish out of water sicilian mafia tulsa, oklahoma","Just after he is released from prison after 25 years, New York mafia capo Dwight “The General” Manfredi is unceremoniously exiled by his boss to set up shop in Tulsa, Okla. Realizing that his mob family may not have his best interests in mind, Dwight slowly builds a “crew” from a group of unlikely characters, to help him establish a new criminal empire in a place that to him might as well be another planet.",Sylvester Stallone Dana Delany Andrea Savage Martin Starr Max Casella,crime drama sylvester stallone dana delany andrea savage martin starr max casella fish out of water sicilian mafia tulsa oklahoma just after he is released from prison after 25 years new york mafia capo dwight the general manfredi is unceremoniously exiled by his boss to set up shop in tulsa okla realizing that his mob family may not have his best interests in mind dwight slowly builds a crew from a group of unlikely characters to help him establish a new criminal empire in a place that to him might as well be another planet,https://image.tmdb.org/t/p/w500/fwTv3RPRAIy0maOMns5eYRRwnDk.jpg,https://image.tmdb.org/t/p/w500/mNHRGO1gFpR2CYZdANe72kcKq7G.jpg,4.3,2022.0
60735,The Flash,Drama Sci-Fi & Fantasy,superhero speed based on comic super power masked superhero supervillain,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.",Danielle Panabaker Grant Gustin Kayla Compton Danielle Nicolet Candice Patton,drama scifi  fantasy danielle panabaker grant gustin kayla compton danielle nicolet candice patton superhero speed based on comic super power masked superhero supervillain after a particle accelerator causes a freak storm csi investigator barry allen is struck by lightning and falls into a coma months later he awakens with the power of super speed granting him the ability to move through central city like an unseen guardian angel though initially excited by his newfound powers barry is shocked to discover he is not the only metahuman who was created in the wake of the accelerator explosion  and not everyone is using their new powers for good barry partners with star labs and dedicates his life to protect the innocent for now only a few close friends and associates know that barry is literally the fastest man alive but it wont be long before the world learns what barry allen has becomethe flash,https://image.tmdb.org/t/p/w500/rg8N7x27Ef6PvlIiioLStf9ZaIO.jpg,https://image.tmdb.org/t/p/w500/gFkHcIh7iE5G0oVOgpmY8ONQjhl.jpg,3.9,2014.0
2734,Law & Order: Special Victims Unit,Crime Drama Mystery,sexual abuse detective sex scandal sexual violence domestic abuse domestic violence criminal sex trafficking interrogation district attorney courtroom assistant district attorney sex crime sexual assault sex trade sex slavery sex offender,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",Mariska Hargitay Ice-T Peter Scanavino,crime drama mystery mariska hargitay icet peter scanavino sexual abuse detective sex scandal sexual violence domestic abuse domestic violence criminal sex trafficking interrogation district attorney courtroom assistant district attorney sex crime sexual assault sex trade sex slavery sex offender in the criminal justice system sexuallybased offenses are considered especially heinous in new york city the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the special victims unit these are their stories,https://image.tmdb.org/t/p/w500/ywBt4WKADdMVgxTR1rS2uFwMYTH.jpg,https://image.tmdb.org/t/p/w500/9xxLWtnFxkpJ2h1uthpvCRK6vta.jpg,4.0,1999.0
211240,The Swarm,Drama Sci-Fi & Fantasy Mystery,ocean marine biologist ice melting scientist ecology oceanic expedition ecological footprint ecological disaster,"Mysterious events are piling up in the oceans around the world: whales destroy boats, deep-sea crabs attack beaches, mussels paralyze container ships. A previously unknown ice worm destabilizes continental slopes in the oceans and triggers tsunamis. A deadly pathogen is spreading from the coasts in drinking water. More and more people in the world are in mortal danger. On the feverish search for the causes of the mysterious phenomena, a small group of international scientists comes together and the previously unthinkable finally becomes a certainty. A previously unknown species exists in the sea and this swarm intelligence is attacking mankind. But hardly anyone believes the researchers. And so the group dares to go on a life-threatening mission on their own. The traces lead them with their research ship into the eternal ice of the Arctic Ocean. An ecological thriller based on the international bestselling novel by Frank Schätzing. The most expensive German TV production of all time.",Rosabell Laurenti Sellers Krista Kosonen Cécile de France Leonie Benesch Oliver Masucci,drama scifi  fantasy mystery rosabell laurenti sellers krista kosonen cécile de france leonie benesch oliver masucci ocean marine biologist ice melting scientist ecology oceanic expedition ecological footprint ecological disaster mysterious events are piling up in the oceans around the world whales destroy boats deepsea crabs attack beaches mussels paralyze container ships a previously unknown ice worm destabilizes continental slopes in the oceans and triggers tsunamis a deadly pathogen is spreading from the coasts in drinking water more and more people in the world are in mortal danger on the feverish search for the causes of the mysterious phenomena a small group of international scientists comes together and the previously unthinkable finally becomes a certainty a previously unknown species exists in the sea and this swarm intelligence is attacking mankind but hardly anyone believes the researchers and so the group dares to go on a lifethreatening mission on their own the traces lead them with their research ship into the eternal ice of the arctic ocean an ecological thriller based on the international bestselling novel by frank schätzing the most expensive german tv production of all time,https://image.tmdb.org/t/p/w500/lczRt1GAGOzrEdL5E3BO81zrtFi.jpg,https://image.tmdb.org/t/p/w500/jXjXhryNh8f770U4pMa5dRCfVF4.jpg,4.0,2023.0
73586,Yellowstone,Western Drama,ranch family drama cattle ranch neo-western trend drama,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",Cole Hauser Kelly Reilly Kevin Costner Kelsey Asbille Wes Bentley,western drama cole hauser kelly reilly kevin costner kelsey asbille wes bentley ranch family drama cattle ranch neowestern trend drama follow the violent world of the dutton family who controls the largest contiguous ranch in the united states led by their patriarch john dutton the family defends their property against constant attack by land developers an indian reservation and americas first national park,https://image.tmdb.org/t/p/w500/peNC0eyc3TQJa6x4TdKcBPNP4t0.jpg,https://image.tmdb.org/t/p/w500/2Erj4Oav9EHAtqLI354VM7ULDqu.jpg,4.05,2018.0
1402,The Walking Dead,Action & Adventure Drama Sci-Fi & Fantasy,post-apocalyptic future gore undead based on comic horror survival zombie,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,Norman Reedus Lauren Cohan Jeffrey Dean Morgan Christian Serratos Melissa McBride,action  adventure drama scifi  fantasy norman reedus lauren cohan jeffrey dean morgan christian serratos melissa mcbride postapocalyptic future gore undead based on comic horror survival zombie sheriffs deputy rick grimes awakens from a coma to find a postapocalyptic world dominated by flesheating zombies he sets out to find his family and encounters many other survivors along the way,https://image.tmdb.org/t/p/w500/xf9wuDcqlUPWABZNeDKPbZUjWx0.jpg,https://image.tmdb.org/t/p/w500/wvdWb5kTQipdMDqCclC6Y3zr4j3.jpg,4.05,2010.0
2051,The Price Is Right,Reality,game show big game worth celebrity game tv games,"""Come on down!"" The Price Is Right features a wide variety of games and contests with the same basic challenge: Guess the prices of everyday (or not-quite-everyday) retail items. ",Drew Carey Amber Lancaster George Gray Rachel Reynolds James William O'Halloran,reality drew carey amber lancaster george gray rachel reynolds james william ohalloran game show big game worth celebrity game tv games come on down the price is right features a wide variety of games and contests with the same basic challenge guess the prices of everyday or notquiteeveryday retail items ,https://image.tmdb.org/t/p/w500/x2wMeWFWJhEl0jVp9x5P5wmVBpw.jpg,https://image.tmdb.org/t/p/w500/tghyYmdUyLRXwYAQveP7oDOYGqP.jpg,3.1,1972.0
71712,The Good Doctor,Drama,"nurse san francisco, california autism medicine remake hospital asperger's syndrome medical drama medical based on tv series","Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",Freddie Highmore Paige Spara Fiona Gubelmann Christina Chang Richard Schiff,drama freddie highmore paige spara fiona gubelmann christina chang richard schiff nurse san francisco california autism medicine remake hospital aspergers syndrome medical drama medical based on tv series shaun murphy a young surgeon with autism and savant syndrome relocates from a quiet country life to join a prestigious hospitals surgical unit unable to personally connect with those around him shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues,https://image.tmdb.org/t/p/w500/luhKkdD80qe62fwop6sdrXK9jUT.jpg,https://image.tmdb.org/t/p/w500/xXRsKNJHTOGrs5wfYAxkbM2RiyT.jpg,4.25,2017.0
46952,The Blacklist,Drama Crime Mystery,terrorist fbi investigation criminal mastermind crime lord hidden identity criminal consultant,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",James Spader Harry Lennix Diego Klattenhoff Hisham Tawfiq Anya Banerjee,drama crime mystery james spader harry lennix diego klattenhoff hisham tawfiq anya banerjee terrorist fbi investigation criminal mastermind crime lord hidden identity criminal consultant raymond red reddington one of the fbis most wanted fugitives surrenders in person at fbi headquarters in washington dc he claims that he and the fbi have the same interests bringing down dangerous criminals and terrorists in the last two decades hes made a list of criminals and terrorists that matter the most but the fbi cannot find because it does not know they exist reddington calls this the blacklist reddington will cooperate but insists that he will speak only to elizabeth keen a rookie fbi profiler,https://image.tmdb.org/t/p/w500/htJzeRcYI2ewMm4PTrg98UMXShe.jpg,https://image.tmdb.org/t/p/w500/dDPwCyZG8arYwMDoQl0sm4xccCE.jpg,3.8,2013.0
63174,Lucifer,Crime Sci-Fi & Fantasy,"based on comic los angeles, california devil lapd","Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",Lauren German Aimee Garcia Tom Ellis Lesley-Ann Brandt Brianna Hildebrand,crime scifi  fantasy lauren german aimee garcia tom ellis lesleyann brandt brianna hildebrand based on comic los angeles california devil lapd bored and unhappy as the lord of hell lucifer morningstar abandoned his throne and retired to los angeles where he has teamed up with lapd detective chloe decker to take down criminals but the longer hes away from the underworld the greater the threat that the worst of humanity could escape,https://image.tmdb.org/t/p/w500/ekZobS8isE6mA53RAiGDG93hBxL.jpg,https://image.tmdb.org/t/p/w500/xZUZ9i6vVayjyhR1vRo9Bjku4h.jpg,4.25,2016.0
456,The Simpsons,Family Animation Comedy,cartoon satire nuclear power plant parody middle class dysfunctional family social satire adult animation sitcom,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",Hank Azaria Dan Castellaneta Yeardley Smith Harry Shearer Julie Kavner,family animation comedy hank azaria dan castellaneta yeardley smith harry shearer julie kavner cartoon satire nuclear power plant parody middle class dysfunctional family social satire adult animation sitcom set in springfield the average american town the show focuses on the antics and everyday adventures of the simpson family homer marge bart lisa and maggie as well as a virtual cast of thousands since the beginning the series has been a pop culture icon attracting hundreds of celebrities to guest star the show has also made name for itself in its fearless satirical take on politics media and american life in general,https://image.tmdb.org/t/p/w500/zI3E2a3WYma5w8emI35mgq5Iurx.jpg,https://image.tmdb.org/t/p/w500/uNyEVSPeAtJgUBehuQJ8WEFwatN.jpg,4.0,1989.0
1622,Supernatural,Drama Mystery Sci-Fi & Fantasy,monster angel supernatural exorcism paranormal phenomena horror paranormal demon ghost demon hunter,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",Jensen Ackles Jared Padalecki Misha Collins,drama mystery scifi  fantasy jensen ackles jared padalecki misha collins monster angel supernatural exorcism paranormal phenomena horror paranormal demon ghost demon hunter when they were boys sam and dean winchester lost their mother to a mysterious and demonic supernatural force subsequently their father raised them to be soldiers he taught them about the paranormal evil that lives in the dark corners and on the back roads of america  and he taught them how to kill it now the winchester brothers crisscross the country in their 67 chevy impala battling every kind of supernatural threat they encounter along the way ,https://image.tmdb.org/t/p/w500/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg,https://image.tmdb.org/t/p/w500/nVRyd8hlg0ZLxBn9RaI7mUMQLnz.jpg,4.15,2005.0
1399,Game of Thrones,Sci-Fi & Fantasy Drama Action & Adventure,based on novel or book kingdom dragon king intrigue fantasy world,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",Emilia Clarke Gwendoline Christie Maisie Williams Peter Dinklage Lena Headey,scifi  fantasy drama action  adventure emilia clarke gwendoline christie maisie williams peter dinklage lena headey based on novel or book kingdom dragon king intrigue fantasy world seven noble families fight for control of the mythical land of westeros friction between the houses leads to fullscale war all while a very ancient evil awakens in the farthest north amidst the war a neglected military order of misfits the nights watch is all that stands between the realms of men and icy horrors beyond,https://image.tmdb.org/t/p/w500/l2ezB41chGDjXcKo24lseuXYtKP.jpg,https://image.tmdb.org/t/p/w500/2OMB0ynKlyIenMJWI2Dy9IWT4c.jpg,4.2,2011.0
60625,Rick and Morty,Animation Comedy Sci-Fi & Fantasy Action & Adventure,time travel grandfather mad scientist dysfunctional family alcoholism alien scientist adult animation father figure machinist multiple dimensions spaceship,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",Sarah Chalke Justin Roiland Chris Parnell Spencer Grammer,animation comedy scifi  fantasy action  adventure sarah chalke justin roiland chris parnell spencer grammer time travel grandfather mad scientist dysfunctional family alcoholism alien scientist adult animation father figure machinist multiple dimensions spaceship rick is a mentallyunbalanced but scientifically gifted old man who has recently reconnected with his family he spends most of his time involving his young grandson morty in dangerous outlandish adventures throughout space and alternate universes compounded with mortys already unstable family life these events cause morty much distress at home and school,https://image.tmdb.org/t/p/w500/cvhNj9eoRBe5SxjCbQTkh05UP5K.jpg,https://image.tmdb.org/t/p/w500/uGy4DCmM33I7l86W7iCskNkvmLD.jpg,4.35,2013.0
4614,NCIS,Crime Drama Action & Adventure,navy marine corps u.s. navy naval officer interrogation ex-marine crime lab criminal investigation veteran virginia crime investigation special agent police procedural,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",Katrina Law Gary Cole Wilmer Valderrama David McCallum Sean Murray,crime drama action  adventure katrina law gary cole wilmer valderrama david mccallum sean murray navy marine corps us navy naval officer interrogation exmarine crime lab criminal investigation veteran virginia crime investigation special agent police procedural from murder and espionage to terrorism and stolen submarines a team of special agents investigates any crime that has a shred of evidence connected to navy and marine corps personnel regardless of rank or position,https://image.tmdb.org/t/p/w500/2exOHePjOTquUsbThPGhuEjYTyA.jpg,https://image.tmdb.org/t/p/w500/6s3ftX4a1kECPCb1Ewq3GLhVFnn.jpg,3.8,2003.0
4057,Criminal Minds,Crime Drama Mystery,fbi thriller criminal mastermind criminal profiler crime investigation special agent criminology police procedural,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",Paget Brewster A.J. Cook Joe Mantegna Adam Rodríguez Aisha Tyler,crime drama mystery paget brewster aj cook joe mantegna adam rodríguez aisha tyler fbi thriller criminal mastermind criminal profiler crime investigation special agent criminology police procedural an elite team of fbi profilers analyze the countrys most twisted criminal minds anticipating their next moves before they strike again the behavioral analysis units most experienced agent is david rossi a founding member of the bau who returns to help the team solve new cases,https://image.tmdb.org/t/p/w500/7TCwgX7oQKxcWYEhSPRmaHe6ULN.jpg,https://image.tmdb.org/t/p/w500/65Y6PweSvQ1OOFBzStybjipURRP.jpg,4.15,2005.0
1434,Family Guy,Animation Comedy,adult humor satire parody middle class dysfunctional family social satire boy genius adult animation,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",Seth Green Seth MacFarlane Alex Borstein,animation comedy seth green seth macfarlane alex borstein adult humor satire parody middle class dysfunctional family social satire boy genius adult animation sick twisted politically incorrect and freakin sweet animated series featuring the adventures of the dysfunctional griffin family bumbling peter and longsuffering lois have three kids stewie a brilliant but sadistic baby bent on killing his mother and taking over the world meg the oldest and is the most unpopular girl in town and chris the middle kid hes not very bright but has a passion for movies the final member of the family is brian  a talking dog and much more than a pet he keeps stewie in check whilst sipping martinis and sorting through his own life issues,https://image.tmdb.org/t/p/w500/aLB7psB9N81n5GecHNOudXWW3AI.jpg,https://image.tmdb.org/t/p/w500/jbTqU6BJMufoMnPSlO4ThrcXs3Y.jpg,3.65,1999.0
60574,Peaky Blinders,Drama Crime,corruption england gypsy gangster outlaw drugs criminal period drama historical british history protection racket illegal gambling historical drama bookmaker 1920s 1910s birmingham modern history zohaib,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",Cillian Murphy Paul Anderson Sophie Rundle Natasha O'Keeffe,drama crime cillian murphy paul anderson sophie rundle natasha okeeffe corruption england gypsy gangster outlaw drugs criminal period drama historical british history protection racket illegal gambling historical drama bookmaker 1920s 1910s birmingham modern history zohaib a gangster family epic set in 1919 birmingham england and centered on a gang who sew razor blades in the peaks of their caps and their fierce boss tommy shelby who means to move up in the world,https://image.tmdb.org/t/p/w500/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,https://image.tmdb.org/t/p/w500/kCx6Ij7hLRnfHbI93UOZxiAAUk3.jpg,4.25,2013.0
157744,1923,Drama Western,prequel range war historical drama 1920s,"Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.",Isabel May Julia Schlaepfer Helen Mirren Harrison Ford Brandon Sklenar,drama western isabel may julia schlaepfer helen mirren harrison ford brandon sklenar prequel range war historical drama 1920s follow a new generation of the dutton family during the early twentieth century when pandemics historic drought the end of prohibition and the great depression all plague the mountain west and the duttons who call it home,https://image.tmdb.org/t/p/w500/zgZRJZvZn5cpsWAB0zMUdad3iZd.jpg,https://image.tmdb.org/t/p/w500/9I6LgZ5110ycg4pyobJxGTFWFCF.jpg,4.25,2022.0
126280,Sex/Life,Comedy Drama,based on novel or book love triangle ex-lover motherhood sex ex lover's bed based on a short story,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,Adam Demos Sarah Shahi Margaret Odette Mike Vogel,comedy drama adam demos sarah shahi margaret odette mike vogel based on novel or book love triangle exlover motherhood sex ex lovers bed based on a short story a womans daring sexual past collides with her marriedwithkids present when the badboy ex she cant stop fantasizing about crashes back into her life,https://image.tmdb.org/t/p/w500/zkHwmEEfDm1C5SIjYedpQWv4UPZ.jpg,https://image.tmdb.org/t/p/w500/9nBVkNBe4x9HKDAzxjxlIqecxCW.jpg,3.55,2021.0
37680,Suits,Drama,lawyer impostor law firm photographic memory paralegal corporate law courtroom drama,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",Katherine Heigl Gabriel Macht Amanda Schull Sarah Rafferty Rick Hoffman,drama katherine heigl gabriel macht amanda schull sarah rafferty rick hoffman lawyer impostor law firm photographic memory paralegal corporate law courtroom drama while running from a drug deal gone bad mike ross a brilliant young collegedropout slips into a job interview with one of new york citys best legal closers harvey specter tired of cookiecutter law school grads harvey takes a gamble by hiring mike on the spot after he recognizes his raw talent and photographic memory,https://image.tmdb.org/t/p/w500/vQiryp6LioFxQThywxbC6TuoDjy.jpg,https://image.tmdb.org/t/p/w500/or0E36KfzJYZwqXeiCfm1JgepKF.jpg,4.1,2011.0
2190,South Park,Animation Comedy,adult humor colorado satire parody elementary school social satire best friend group of friends adult animation censorship,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",Trey Parker Matt Stone Mona Marshall,animation comedy trey parker matt stone mona marshall adult humor colorado satire parody elementary school social satire best friend group of friends adult animation censorship follows the misadventures of four irreverent gradeschoolers in the quiet dysfunctional town of south park colorado,https://image.tmdb.org/t/p/w500/iiCY2QIGSnmtVkIdjkKAfwDs0KF.jpg,https://image.tmdb.org/t/p/w500/41neXsH222hV2zrsTyw8h7javon.jpg,4.15,1997.0
207863,Anne Rice's Mayfair Witches,Drama Sci-Fi & Fantasy,based on novel or book supernatural witchcraft neurosurgeon,"An intuitive young neurosurgeon discovers that she is the unlikely heir to a family of witches. As she grapples with her newfound powers, she must contend with a sinister presence that has haunted her family for generations.",Alexandra Daddario Jack Huston Harry Hamlin Tongayi Chirisa,drama scifi  fantasy alexandra daddario jack huston harry hamlin tongayi chirisa based on novel or book supernatural witchcraft neurosurgeon an intuitive young neurosurgeon discovers that she is the unlikely heir to a family of witches as she grapples with her newfound powers she must contend with a sinister presence that has haunted her family for generations,https://image.tmdb.org/t/p/w500/zKRBfuRWGbs9R2nxhlNP8CfArUh.jpg,https://image.tmdb.org/t/p/w500/dST2cvC7nBMMmLSONfmSo3drIJI.jpg,3.6,2023.0
44217,Vikings,Action & Adventure Drama War & Politics,scandinavia viking historical fiction middle ages norse mythology historical drama warrior 8th century,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",Marco Ilsø Alex Høgh Andersen Jordan Patrick Smith Peter Franzén Georgia Hirst,action  adventure drama war  politics marco ilsø alex høgh andersen jordan patrick smith peter franzén georgia hirst scandinavia viking historical fiction middle ages norse mythology historical drama warrior 8th century the adventures of ragnar lothbrok the greatest hero of his age the series tells the sagas of ragnars band of viking brothers and his family as he rises to become king of the viking tribes as well as being a fearless warrior ragnar embodies the norse traditions of devotion to the gods legend has it that he was a direct descendant of odin the god of war and warriors,https://image.tmdb.org/t/p/w500/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,https://image.tmdb.org/t/p/w500/lHe8iwM4Cdm6RSEiara4PN8ZcBd.jpg,4.05,2013.0
1396,Breaking Bad,Drama,drug dealer psychopath new mexico terminal illness outlaw cancer drugs criminal meth lab high school teacher dea agent albuquerque criminal lawyer cartel crystal meth methamphetamine,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",Bryan Cranston Anna Gunn Aaron Paul Jonathan Banks Bob Odenkirk,drama bryan cranston anna gunn aaron paul jonathan banks bob odenkirk drug dealer psychopath new mexico terminal illness outlaw cancer drugs criminal meth lab high school teacher dea agent albuquerque criminal lawyer cartel crystal meth methamphetamine when walter white a new mexico chemistry teacher is diagnosed with stage iii cancer and given a prognosis of only two years left to live he becomes filled with a sense of fearlessness and an unrelenting desire to secure his familys financial future at any cost as he enters the dangerous world of drugs and crime,https://image.tmdb.org/t/p/w500/ggFHVNu6YYI5L9pCfOacjizRGt.jpg,https://image.tmdb.org/t/p/w500/bsNm9z2TJfe0WO3RedPGWQ8mG1X.jpg,4.45,2008.0
